MSA,GEO,YEAR,INDUSTRY,Count
Dallas,Metro,2002,Public Administration,51900
Dallas,Core,2011,"Agriculture, Forestry, Fishing and Hunting",139
Dallas,Core,2011,"Mining, Quarrying, and Oil and Gas Extraction",1503
Dallas,Core,2011,Utilities,5063
Dallas,Core,2011,Construction,7630
Dallas,Core,2011,Manufacturing,7938
Dallas,Core,2011,Wholesale Trade,9445
Dallas,Core,2011,Retail Trade,8640
Dallas,Core,2011,Transportation and Warehousing,8042
Dallas,Core,2011,Information,10055
Dallas,Core,2011,Finance and Insurance,22394
Dallas,Core,2011,Real Estate and Rental and Leasing,6512
Dallas,Core,2011,"Professional, Scientific, and Technical Services",32781
Dallas,Core,2011,Management of Companies and Enterprises,3257
Dallas,Core,2011,"Administration & Support, Waste Management and Remediation",17316
Dallas,Core,2011,Educational Services,29708
Dallas,Core,2011,Health Care and Social Assistance,39832
Dallas,Core,2011,"Arts, Entertainment, and Recreation",4915
Dallas,Core,2011,Accommodation and Food Services,19417
Dallas,Core,2011,Other Services (excluding Public Administration),5020
Dallas,Core,2011,Public Administration,22355
Dallas,Core,2010,"Agriculture, Forestry, Fishing and Hunting",117
Dallas,Core,2010,"Mining, Quarrying, and Oil and Gas Extraction",1353
Dallas,Core,2010,Utilities,4918
Dallas,Core,2010,Construction,7386
Dallas,Core,2010,Manufacturing,8245
Dallas,Core,2010,Wholesale Trade,9248
Dallas,Core,2010,Retail Trade,9072
Dallas,Core,2010,Transportation and Warehousing,8114
Dallas,Core,2010,Information,10808
Dallas,Core,2010,Finance and Insurance,22916
Dallas,Core,2010,Real Estate and Rental and Leasing,6145
Dallas,Core,2010,"Professional, Scientific, and Technical Services",33455
Dallas,Core,2010,Management of Companies and Enterprises,3475
Dallas,Core,2010,"Administration & Support, Waste Management and Remediation",15956
Dallas,Core,2010,Educational Services,26764
Dallas,Core,2010,Health Care and Social Assistance,39807
Dallas,Core,2010,"Arts, Entertainment, and Recreation",4890
Dallas,Core,2010,Accommodation and Food Services,18456
Dallas,Core,2010,Other Services (excluding Public Administration),4906
Dallas,Core,2010,Public Administration,23476
Dallas,Core,2009,"Agriculture, Forestry, Fishing and Hunting",122
Dallas,Core,2009,"Mining, Quarrying, and Oil and Gas Extraction",1208
Dallas,Core,2009,Utilities,5645
Dallas,Core,2009,Construction,8691
Dallas,Core,2009,Manufacturing,8679
Dallas,Core,2009,Wholesale Trade,10110
Dallas,Core,2009,Retail Trade,9287
Dallas,Core,2009,Transportation and Warehousing,7795
Dallas,Core,2009,Information,10853
Dallas,Core,2009,Finance and Insurance,20847
Dallas,Core,2009,Real Estate and Rental and Leasing,6085
Dallas,Core,2009,"Professional, Scientific, and Technical Services",32590
Dallas,Core,2009,Management of Companies and Enterprises,3473
Dallas,Core,2009,"Administration & Support, Waste Management and Remediation",13449
Dallas,Core,2009,Educational Services,25194
Dallas,Core,2009,Health Care and Social Assistance,37933
Dallas,Core,2009,"Arts, Entertainment, and Recreation",4097
Dallas,Core,2009,Accommodation and Food Services,18068
Dallas,Core,2009,Other Services (excluding Public Administration),4984
Dallas,Core,2009,Public Administration,15795
Dallas,Core,2008,"Agriculture, Forestry, Fishing and Hunting",170
Dallas,Core,2008,"Mining, Quarrying, and Oil and Gas Extraction",1970
Dallas,Core,2008,Utilities,5147
Dallas,Core,2008,Construction,8985
Dallas,Core,2008,Manufacturing,9957
Dallas,Core,2008,Wholesale Trade,9240
Dallas,Core,2008,Retail Trade,9916
Dallas,Core,2008,Transportation and Warehousing,7983
Dallas,Core,2008,Information,11089
Dallas,Core,2008,Finance and Insurance,23357
Dallas,Core,2008,Real Estate and Rental and Leasing,6499
Dallas,Core,2008,"Professional, Scientific, and Technical Services",34132
Dallas,Core,2008,Management of Companies and Enterprises,3601
Dallas,Core,2008,"Administration & Support, Waste Management and Remediation",14028
Dallas,Core,2008,Educational Services,24731
Dallas,Core,2008,Health Care and Social Assistance,34880
Dallas,Core,2008,"Arts, Entertainment, and Recreation",3827
Dallas,Core,2008,Accommodation and Food Services,18553
Dallas,Core,2008,Other Services (excluding Public Administration),5102
Dallas,Core,2008,Public Administration,15820
Dallas,Core,2007,"Agriculture, Forestry, Fishing and Hunting",169
Dallas,Core,2007,"Mining, Quarrying, and Oil and Gas Extraction",2395
Dallas,Core,2007,Utilities,4910
Dallas,Core,2007,Construction,8761
Dallas,Core,2007,Manufacturing,10904
Dallas,Core,2007,Wholesale Trade,9468
Dallas,Core,2007,Retail Trade,9737
Dallas,Core,2007,Transportation and Warehousing,7621
Dallas,Core,2007,Information,12845
Dallas,Core,2007,Finance and Insurance,24544
Dallas,Core,2007,Real Estate and Rental and Leasing,6297
Dallas,Core,2007,"Professional, Scientific, and Technical Services",34275
Dallas,Core,2007,Management of Companies and Enterprises,3328
Dallas,Core,2007,"Administration & Support, Waste Management and Remediation",14443
Dallas,Core,2007,Educational Services,24270
Dallas,Core,2007,Health Care and Social Assistance,33215
Dallas,Core,2007,"Arts, Entertainment, and Recreation",3725
Dallas,Core,2007,Accommodation and Food Services,18551
Dallas,Core,2007,Other Services (excluding Public Administration),4977
Dallas,Core,2007,Public Administration,15258
Dallas,Core,2006,"Agriculture, Forestry, Fishing and Hunting",148
Dallas,Core,2006,"Mining, Quarrying, and Oil and Gas Extraction",2680
Dallas,Core,2006,Utilities,4619
Dallas,Core,2006,Construction,9276
Dallas,Core,2006,Manufacturing,11006
Dallas,Core,2006,Wholesale Trade,8926
Dallas,Core,2006,Retail Trade,10479
Dallas,Core,2006,Transportation and Warehousing,7948
Dallas,Core,2006,Information,14112
Dallas,Core,2006,Finance and Insurance,23722
Dallas,Core,2006,Real Estate and Rental and Leasing,5374
Dallas,Core,2006,"Professional, Scientific, and Technical Services",33202
Dallas,Core,2006,Management of Companies and Enterprises,2843
Dallas,Core,2006,"Administration & Support, Waste Management and Remediation",13129
Dallas,Core,2006,Educational Services,26356
Dallas,Core,2006,Health Care and Social Assistance,28455
Dallas,Core,2006,"Arts, Entertainment, and Recreation",3751
Dallas,Core,2006,Accommodation and Food Services,18252
Dallas,Core,2006,Other Services (excluding Public Administration),5224
Dallas,Core,2006,Public Administration,14653
Dallas,Core,2005,"Agriculture, Forestry, Fishing and Hunting",132
Dallas,Core,2005,"Mining, Quarrying, and Oil and Gas Extraction",3268
Dallas,Core,2005,Utilities,5164
Dallas,Core,2005,Construction,8601
Dallas,Core,2005,Manufacturing,11276
Dallas,Core,2005,Wholesale Trade,8827
Dallas,Core,2005,Retail Trade,10836
Dallas,Core,2005,Transportation and Warehousing,7301
Dallas,Core,2005,Information,13596
Dallas,Core,2005,Finance and Insurance,22243
Dallas,Core,2005,Real Estate and Rental and Leasing,5441
Dallas,Core,2005,"Professional, Scientific, and Technical Services",30952
Dallas,Core,2005,Management of Companies and Enterprises,3274
Dallas,Core,2005,"Administration & Support, Waste Management and Remediation",14327
Dallas,Core,2005,Educational Services,24439
Dallas,Core,2005,Health Care and Social Assistance,28475
Dallas,Core,2005,"Arts, Entertainment, and Recreation",3678
Dallas,Core,2005,Accommodation and Food Services,18386
Dallas,Core,2005,Other Services (excluding Public Administration),5266
Dallas,Core,2005,Public Administration,10066
Dallas,Core,2004,"Agriculture, Forestry, Fishing and Hunting",84
Dallas,Core,2004,"Mining, Quarrying, and Oil and Gas Extraction",1776
Dallas,Core,2004,Utilities,7633
Dallas,Core,2004,Construction,8091
Dallas,Core,2004,Manufacturing,10317
Dallas,Core,2004,Wholesale Trade,8727
Dallas,Core,2004,Retail Trade,11181
Dallas,Core,2004,Transportation and Warehousing,7192
Dallas,Core,2004,Information,13329
Dallas,Core,2004,Finance and Insurance,24722
Dallas,Core,2004,Real Estate and Rental and Leasing,5635
Dallas,Core,2004,"Professional, Scientific, and Technical Services",30855
Dallas,Core,2004,Management of Companies and Enterprises,2996
Dallas,Core,2004,"Administration & Support, Waste Management and Remediation",12931
Dallas,Core,2004,Educational Services,23090
Dallas,Core,2004,Health Care and Social Assistance,28554
Dallas,Core,2004,"Arts, Entertainment, and Recreation",3800
Dallas,Core,2004,Accommodation and Food Services,18084
Dallas,Core,2004,Other Services (excluding Public Administration),5272
Dallas,Core,2004,Public Administration,12806
Dallas,Core,2003,"Agriculture, Forestry, Fishing and Hunting",107
Dallas,Core,2003,"Mining, Quarrying, and Oil and Gas Extraction",3210
Dallas,Core,2003,Utilities,8080
Dallas,Core,2003,Construction,8109
Dallas,Core,2003,Manufacturing,10476
Dallas,Core,2003,Wholesale Trade,9137
Dallas,Core,2003,Retail Trade,11345
Dallas,Core,2003,Transportation and Warehousing,7299
Dallas,Core,2003,Information,13597
Dallas,Core,2003,Finance and Insurance,23036
Dallas,Core,2003,Real Estate and Rental and Leasing,5841
Dallas,Core,2003,"Professional, Scientific, and Technical Services",30419
Dallas,Core,2003,Management of Companies and Enterprises,2863
Dallas,Core,2003,"Administration & Support, Waste Management and Remediation",11976
Dallas,Core,2003,Educational Services,22774
Dallas,Core,2003,Health Care and Social Assistance,29765
Dallas,Core,2003,"Arts, Entertainment, and Recreation",4005
Dallas,Core,2003,Accommodation and Food Services,17664
Dallas,Core,2003,Other Services (excluding Public Administration),5104
Dallas,Core,2003,Public Administration,13978
Dallas,Core,2002,"Agriculture, Forestry, Fishing and Hunting",93
Dallas,Core,2002,"Mining, Quarrying, and Oil and Gas Extraction",2717
Dallas,Core,2002,Utilities,7562
Dallas,Core,2002,Construction,8627
Dallas,Core,2002,Manufacturing,10297
Dallas,Core,2002,Wholesale Trade,9307
Dallas,Core,2002,Retail Trade,11849
Dallas,Core,2002,Transportation and Warehousing,7261
Dallas,Core,2002,Information,15140
Dallas,Core,2002,Finance and Insurance,24827
Dallas,Core,2002,Real Estate and Rental and Leasing,5825
Dallas,Core,2002,"Professional, Scientific, and Technical Services",32393
Dallas,Core,2002,Management of Companies and Enterprises,2457
Dallas,Core,2002,"Administration & Support, Waste Management and Remediation",10753
Dallas,Core,2002,Educational Services,21009
Dallas,Core,2002,Health Care and Social Assistance,27187
Dallas,Core,2002,"Arts, Entertainment, and Recreation",4112
Dallas,Core,2002,Accommodation and Food Services,18002
Dallas,Core,2002,Other Services (excluding Public Administration),5587
Dallas,Core,2002,Public Administration,14435
Dallas,10MI,2011,"Agriculture, Forestry, Fishing and Hunting",461
Dallas,10MI,2011,"Mining, Quarrying, and Oil and Gas Extraction",4624
Dallas,10MI,2011,Utilities,5914
Dallas,10MI,2011,Construction,33389
Dallas,10MI,2011,Manufacturing,54016
Dallas,10MI,2011,Wholesale Trade,44063
Dallas,10MI,2011,Retail Trade,57202
Dallas,10MI,2011,Transportation and Warehousing,40766
Dallas,10MI,2011,Information,19687
Dallas,10MI,2011,Finance and Insurance,48274
Dallas,10MI,2011,Real Estate and Rental and Leasing,18641
Dallas,10MI,2011,"Professional, Scientific, and Technical Services",64950
Dallas,10MI,2011,Management of Companies and Enterprises,8861
Dallas,10MI,2011,"Administration & Support, Waste Management and Remediation",56424
Dallas,10MI,2011,Educational Services,57143
Dallas,10MI,2011,Health Care and Social Assistance,89305
Dallas,10MI,2011,"Arts, Entertainment, and Recreation",7936
Dallas,10MI,2011,Accommodation and Food Services,49042
Dallas,10MI,2011,Other Services (excluding Public Administration),18517
Dallas,10MI,2011,Public Administration,27026
Dallas,10MI,2010,"Agriculture, Forestry, Fishing and Hunting",388
Dallas,10MI,2010,"Mining, Quarrying, and Oil and Gas Extraction",4368
Dallas,10MI,2010,Utilities,5661
Dallas,10MI,2010,Construction,32028
Dallas,10MI,2010,Manufacturing,60560
Dallas,10MI,2010,Wholesale Trade,43511
Dallas,10MI,2010,Retail Trade,59878
Dallas,10MI,2010,Transportation and Warehousing,38697
Dallas,10MI,2010,Information,22772
Dallas,10MI,2010,Finance and Insurance,49294
Dallas,10MI,2010,Real Estate and Rental and Leasing,19027
Dallas,10MI,2010,"Professional, Scientific, and Technical Services",65223
Dallas,10MI,2010,Management of Companies and Enterprises,9334
Dallas,10MI,2010,"Administration & Support, Waste Management and Remediation",52418
Dallas,10MI,2010,Educational Services,55984
Dallas,10MI,2010,Health Care and Social Assistance,90668
Dallas,10MI,2010,"Arts, Entertainment, and Recreation",8277
Dallas,10MI,2010,Accommodation and Food Services,49118
Dallas,10MI,2010,Other Services (excluding Public Administration),17431
Dallas,10MI,2010,Public Administration,28443
Dallas,10MI,2009,"Agriculture, Forestry, Fishing and Hunting",400
Dallas,10MI,2009,"Mining, Quarrying, and Oil and Gas Extraction",4508
Dallas,10MI,2009,Utilities,6356
Dallas,10MI,2009,Construction,38264
Dallas,10MI,2009,Manufacturing,69596
Dallas,10MI,2009,Wholesale Trade,45600
Dallas,10MI,2009,Retail Trade,58545
Dallas,10MI,2009,Transportation and Warehousing,39426
Dallas,10MI,2009,Information,23426
Dallas,10MI,2009,Finance and Insurance,47084
Dallas,10MI,2009,Real Estate and Rental and Leasing,18889
Dallas,10MI,2009,"Professional, Scientific, and Technical Services",64213
Dallas,10MI,2009,Management of Companies and Enterprises,8882
Dallas,10MI,2009,"Administration & Support, Waste Management and Remediation",51503
Dallas,10MI,2009,Educational Services,49541
Dallas,10MI,2009,Health Care and Social Assistance,82918
Dallas,10MI,2009,"Arts, Entertainment, and Recreation",7574
Dallas,10MI,2009,Accommodation and Food Services,49095
Dallas,10MI,2009,Other Services (excluding Public Administration),17590
Dallas,10MI,2009,Public Administration,19132
Dallas,10MI,2008,"Agriculture, Forestry, Fishing and Hunting",498
Dallas,10MI,2008,"Mining, Quarrying, and Oil and Gas Extraction",5026
Dallas,10MI,2008,Utilities,6254
Dallas,10MI,2008,Construction,41562
Dallas,10MI,2008,Manufacturing,74537
Dallas,10MI,2008,Wholesale Trade,46886
Dallas,10MI,2008,Retail Trade,60016
Dallas,10MI,2008,Transportation and Warehousing,39118
Dallas,10MI,2008,Information,24607
Dallas,10MI,2008,Finance and Insurance,50528
Dallas,10MI,2008,Real Estate and Rental and Leasing,20698
Dallas,10MI,2008,"Professional, Scientific, and Technical Services",69402
Dallas,10MI,2008,Management of Companies and Enterprises,8724
Dallas,10MI,2008,"Administration & Support, Waste Management and Remediation",54754
Dallas,10MI,2008,Educational Services,48904
Dallas,10MI,2008,Health Care and Social Assistance,78447
Dallas,10MI,2008,"Arts, Entertainment, and Recreation",7420
Dallas,10MI,2008,Accommodation and Food Services,49067
Dallas,10MI,2008,Other Services (excluding Public Administration),17874
Dallas,10MI,2008,Public Administration,19161
Dallas,10MI,2007,"Agriculture, Forestry, Fishing and Hunting",472
Dallas,10MI,2007,"Mining, Quarrying, and Oil and Gas Extraction",5001
Dallas,10MI,2007,Utilities,5982
Dallas,10MI,2007,Construction,39618
Dallas,10MI,2007,Manufacturing,78277
Dallas,10MI,2007,Wholesale Trade,47704
Dallas,10MI,2007,Retail Trade,59936
Dallas,10MI,2007,Transportation and Warehousing,40573
Dallas,10MI,2007,Information,25443
Dallas,10MI,2007,Finance and Insurance,50926
Dallas,10MI,2007,Real Estate and Rental and Leasing,19974
Dallas,10MI,2007,"Professional, Scientific, and Technical Services",66421
Dallas,10MI,2007,Management of Companies and Enterprises,8091
Dallas,10MI,2007,"Administration & Support, Waste Management and Remediation",53898
Dallas,10MI,2007,Educational Services,47485
Dallas,10MI,2007,Health Care and Social Assistance,75624
Dallas,10MI,2007,"Arts, Entertainment, and Recreation",7152
Dallas,10MI,2007,Accommodation and Food Services,48930
Dallas,10MI,2007,Other Services (excluding Public Administration),17837
Dallas,10MI,2007,Public Administration,18568
Dallas,10MI,2006,"Agriculture, Forestry, Fishing and Hunting",486
Dallas,10MI,2006,"Mining, Quarrying, and Oil and Gas Extraction",5498
Dallas,10MI,2006,Utilities,5762
Dallas,10MI,2006,Construction,38861
Dallas,10MI,2006,Manufacturing,76972
Dallas,10MI,2006,Wholesale Trade,47634
Dallas,10MI,2006,Retail Trade,58275
Dallas,10MI,2006,Transportation and Warehousing,38565
Dallas,10MI,2006,Information,27229
Dallas,10MI,2006,Finance and Insurance,48968
Dallas,10MI,2006,Real Estate and Rental and Leasing,19145
Dallas,10MI,2006,"Professional, Scientific, and Technical Services",63310
Dallas,10MI,2006,Management of Companies and Enterprises,7400
Dallas,10MI,2006,"Administration & Support, Waste Management and Remediation",53748
Dallas,10MI,2006,Educational Services,45039
Dallas,10MI,2006,Health Care and Social Assistance,74543
Dallas,10MI,2006,"Arts, Entertainment, and Recreation",7382
Dallas,10MI,2006,Accommodation and Food Services,48783
Dallas,10MI,2006,Other Services (excluding Public Administration),19882
Dallas,10MI,2006,Public Administration,17890
Dallas,10MI,2005,"Agriculture, Forestry, Fishing and Hunting",451
Dallas,10MI,2005,"Mining, Quarrying, and Oil and Gas Extraction",5879
Dallas,10MI,2005,Utilities,6167
Dallas,10MI,2005,Construction,37082
Dallas,10MI,2005,Manufacturing,76142
Dallas,10MI,2005,Wholesale Trade,47479
Dallas,10MI,2005,Retail Trade,60295
Dallas,10MI,2005,Transportation and Warehousing,41001
Dallas,10MI,2005,Information,27460
Dallas,10MI,2005,Finance and Insurance,48408
Dallas,10MI,2005,Real Estate and Rental and Leasing,19555
Dallas,10MI,2005,"Professional, Scientific, and Technical Services",60569
Dallas,10MI,2005,Management of Companies and Enterprises,8152
Dallas,10MI,2005,"Administration & Support, Waste Management and Remediation",53094
Dallas,10MI,2005,Educational Services,43505
Dallas,10MI,2005,Health Care and Social Assistance,72748
Dallas,10MI,2005,"Arts, Entertainment, and Recreation",7253
Dallas,10MI,2005,Accommodation and Food Services,49471
Dallas,10MI,2005,Other Services (excluding Public Administration),19631
Dallas,10MI,2005,Public Administration,13206
Dallas,10MI,2004,"Agriculture, Forestry, Fishing and Hunting",435
Dallas,10MI,2004,"Mining, Quarrying, and Oil and Gas Extraction",4293
Dallas,10MI,2004,Utilities,8214
Dallas,10MI,2004,Construction,34705
Dallas,10MI,2004,Manufacturing,73726
Dallas,10MI,2004,Wholesale Trade,46163
Dallas,10MI,2004,Retail Trade,61621
Dallas,10MI,2004,Transportation and Warehousing,40491
Dallas,10MI,2004,Information,29434
Dallas,10MI,2004,Finance and Insurance,48964
Dallas,10MI,2004,Real Estate and Rental and Leasing,20636
Dallas,10MI,2004,"Professional, Scientific, and Technical Services",58947
Dallas,10MI,2004,Management of Companies and Enterprises,8060
Dallas,10MI,2004,"Administration & Support, Waste Management and Remediation",48018
Dallas,10MI,2004,Educational Services,41810
Dallas,10MI,2004,Health Care and Social Assistance,75276
Dallas,10MI,2004,"Arts, Entertainment, and Recreation",7293
Dallas,10MI,2004,Accommodation and Food Services,49470
Dallas,10MI,2004,Other Services (excluding Public Administration),20005
Dallas,10MI,2004,Public Administration,15770
Dallas,10MI,2003,"Agriculture, Forestry, Fishing and Hunting",461
Dallas,10MI,2003,"Mining, Quarrying, and Oil and Gas Extraction",5528
Dallas,10MI,2003,Utilities,8614
Dallas,10MI,2003,Construction,36082
Dallas,10MI,2003,Manufacturing,74368
Dallas,10MI,2003,Wholesale Trade,46601
Dallas,10MI,2003,Retail Trade,61771
Dallas,10MI,2003,Transportation and Warehousing,39852
Dallas,10MI,2003,Information,31394
Dallas,10MI,2003,Finance and Insurance,48038
Dallas,10MI,2003,Real Estate and Rental and Leasing,20913
Dallas,10MI,2003,"Professional, Scientific, and Technical Services",58444
Dallas,10MI,2003,Management of Companies and Enterprises,7148
Dallas,10MI,2003,"Administration & Support, Waste Management and Remediation",47762
Dallas,10MI,2003,Educational Services,41158
Dallas,10MI,2003,Health Care and Social Assistance,76767
Dallas,10MI,2003,"Arts, Entertainment, and Recreation",7667
Dallas,10MI,2003,Accommodation and Food Services,50591
Dallas,10MI,2003,Other Services (excluding Public Administration),19700
Dallas,10MI,2003,Public Administration,17095
Dallas,10MI,2002,"Agriculture, Forestry, Fishing and Hunting",379
Dallas,10MI,2002,"Mining, Quarrying, and Oil and Gas Extraction",5288
Dallas,10MI,2002,Utilities,8384
Dallas,10MI,2002,Construction,39087
Dallas,10MI,2002,Manufacturing,72429
Dallas,10MI,2002,Wholesale Trade,47100
Dallas,10MI,2002,Retail Trade,65546
Dallas,10MI,2002,Transportation and Warehousing,36282
Dallas,10MI,2002,Information,35902
Dallas,10MI,2002,Finance and Insurance,52811
Dallas,10MI,2002,Real Estate and Rental and Leasing,22334
Dallas,10MI,2002,"Professional, Scientific, and Technical Services",62096
Dallas,10MI,2002,Management of Companies and Enterprises,6754
Dallas,10MI,2002,"Administration & Support, Waste Management and Remediation",49446
Dallas,10MI,2002,Educational Services,38116
Dallas,10MI,2002,Health Care and Social Assistance,71135
Dallas,10MI,2002,"Arts, Entertainment, and Recreation",7621
Dallas,10MI,2002,Accommodation and Food Services,49325
Dallas,10MI,2002,Other Services (excluding Public Administration),22454
Dallas,10MI,2002,Public Administration,17453
Detroit,Metro,2011,"Agriculture, Forestry, Fishing and Hunting",1358
Detroit,Metro,2011,"Mining, Quarrying, and Oil and Gas Extraction",873
Detroit,Metro,2011,Utilities,7415
Detroit,Metro,2011,Construction,49890
Detroit,Metro,2011,Manufacturing,203401
Detroit,Metro,2011,Wholesale Trade,80325
Detroit,Metro,2011,Retail Trade,194152
Detroit,Metro,2011,Transportation and Warehousing,47552
Detroit,Metro,2011,Information,28323
Detroit,Metro,2011,Finance and Insurance,64777
Detroit,Metro,2011,Real Estate and Rental and Leasing,27349
Detroit,Metro,2011,"Professional, Scientific, and Technical Services",143641
Detroit,Metro,2011,Management of Companies and Enterprises,33251
Detroit,Metro,2011,"Administration & Support, Waste Management and Remediation",122853
Detroit,Metro,2011,Educational Services,115529
Detroit,Metro,2011,Health Care and Social Assistance,245582
Detroit,Metro,2011,"Arts, Entertainment, and Recreation",17482
Detroit,Metro,2011,Accommodation and Food Services,131089
Detroit,Metro,2011,Other Services (excluding Public Administration),52622
Detroit,Metro,2011,Public Administration,58419
Detroit,Metro,2010,"Agriculture, Forestry, Fishing and Hunting",1369
Detroit,Metro,2010,"Mining, Quarrying, and Oil and Gas Extraction",850
Detroit,Metro,2010,Utilities,7613
Detroit,Metro,2010,Construction,43921
Detroit,Metro,2010,Manufacturing,189731
Detroit,Metro,2010,Wholesale Trade,74161
Detroit,Metro,2010,Retail Trade,188625
Detroit,Metro,2010,Transportation and Warehousing,43535
Detroit,Metro,2010,Information,29954
Detroit,Metro,2010,Finance and Insurance,63488
Detroit,Metro,2010,Real Estate and Rental and Leasing,25288
Detroit,Metro,2010,"Professional, Scientific, and Technical Services",146389
Detroit,Metro,2010,Management of Companies and Enterprises,31770
Detroit,Metro,2010,"Administration & Support, Waste Management and Remediation",101413
Detroit,Metro,2010,Educational Services,119610
Detroit,Metro,2010,Health Care and Social Assistance,239247
Detroit,Metro,2010,"Arts, Entertainment, and Recreation",21256
Detroit,Metro,2010,Accommodation and Food Services,127706
Detroit,Metro,2010,Other Services (excluding Public Administration),49182
Detroit,Metro,2010,Public Administration,63775
Detroit,Metro,2009,"Agriculture, Forestry, Fishing and Hunting",1366
Detroit,Metro,2009,"Mining, Quarrying, and Oil and Gas Extraction",860
Detroit,Metro,2009,Utilities,8135
Detroit,Metro,2009,Construction,48139
Detroit,Metro,2009,Manufacturing,191278
Detroit,Metro,2009,Wholesale Trade,78408
Detroit,Metro,2009,Retail Trade,186558
Detroit,Metro,2009,Transportation and Warehousing,43831
Detroit,Metro,2009,Information,30955
Detroit,Metro,2009,Finance and Insurance,66412
Detroit,Metro,2009,Real Estate and Rental and Leasing,26424
Detroit,Metro,2009,"Professional, Scientific, and Technical Services",140853
Detroit,Metro,2009,Management of Companies and Enterprises,37738
Detroit,Metro,2009,"Administration & Support, Waste Management and Remediation",101899
Detroit,Metro,2009,Educational Services,129704
Detroit,Metro,2009,Health Care and Social Assistance,235309
Detroit,Metro,2009,"Arts, Entertainment, and Recreation",27104
Detroit,Metro,2009,Accommodation and Food Services,125436
Detroit,Metro,2009,Other Services (excluding Public Administration),49352
Detroit,Metro,2009,Public Administration,58518
Detroit,Metro,2008,"Agriculture, Forestry, Fishing and Hunting",1443
Detroit,Metro,2008,"Mining, Quarrying, and Oil and Gas Extraction",980
Detroit,Metro,2008,Utilities,8540
Detroit,Metro,2008,Construction,58833
Detroit,Metro,2008,Manufacturing,237722
Detroit,Metro,2008,Wholesale Trade,87370
Detroit,Metro,2008,Retail Trade,199831
Detroit,Metro,2008,Transportation and Warehousing,52388
Detroit,Metro,2008,Information,34573
Detroit,Metro,2008,Finance and Insurance,72485
Detroit,Metro,2008,Real Estate and Rental and Leasing,27372
Detroit,Metro,2008,"Professional, Scientific, and Technical Services",157896
Detroit,Metro,2008,Management of Companies and Enterprises,38327
Detroit,Metro,2008,"Administration & Support, Waste Management and Remediation",125462
Detroit,Metro,2008,Educational Services,126931
Detroit,Metro,2008,Health Care and Social Assistance,227705
Detroit,Metro,2008,"Arts, Entertainment, and Recreation",29074
Detroit,Metro,2008,Accommodation and Food Services,127199
Detroit,Metro,2008,Other Services (excluding Public Administration),52240
Detroit,Metro,2008,Public Administration,56273
Detroit,Metro,2007,"Agriculture, Forestry, Fishing and Hunting",1431
Detroit,Metro,2007,"Mining, Quarrying, and Oil and Gas Extraction",1013
Detroit,Metro,2007,Utilities,4988
Detroit,Metro,2007,Construction,64172
Detroit,Metro,2007,Manufacturing,254983
Detroit,Metro,2007,Wholesale Trade,86698
Detroit,Metro,2007,Retail Trade,201886
Detroit,Metro,2007,Transportation and Warehousing,54266
Detroit,Metro,2007,Information,35357
Detroit,Metro,2007,Finance and Insurance,75922
Detroit,Metro,2007,Real Estate and Rental and Leasing,27938
Detroit,Metro,2007,"Professional, Scientific, and Technical Services",160040
Detroit,Metro,2007,Management of Companies and Enterprises,43737
Detroit,Metro,2007,"Administration & Support, Waste Management and Remediation",126942
Detroit,Metro,2007,Educational Services,130366
Detroit,Metro,2007,Health Care and Social Assistance,219177
Detroit,Metro,2007,"Arts, Entertainment, and Recreation",26699
Detroit,Metro,2007,Accommodation and Food Services,129110
Detroit,Metro,2007,Other Services (excluding Public Administration),52254
Detroit,Metro,2007,Public Administration,57713
Detroit,Metro,2006,"Agriculture, Forestry, Fishing and Hunting",1666
Detroit,Metro,2006,"Mining, Quarrying, and Oil and Gas Extraction",1275
Detroit,Metro,2006,Utilities,6980
Detroit,Metro,2006,Construction,69648
Detroit,Metro,2006,Manufacturing,273276
Detroit,Metro,2006,Wholesale Trade,88803
Detroit,Metro,2006,Retail Trade,195528
Detroit,Metro,2006,Transportation and Warehousing,52537
Detroit,Metro,2006,Information,34967
Detroit,Metro,2006,Finance and Insurance,76954
Detroit,Metro,2006,Real Estate and Rental and Leasing,28874
Detroit,Metro,2006,"Professional, Scientific, and Technical Services",166646
Detroit,Metro,2006,Management of Companies and Enterprises,49781
Detroit,Metro,2006,"Administration & Support, Waste Management and Remediation",131503
Detroit,Metro,2006,Educational Services,134339
Detroit,Metro,2006,Health Care and Social Assistance,208392
Detroit,Metro,2006,"Arts, Entertainment, and Recreation",28061
Detroit,Metro,2006,Accommodation and Food Services,131747
Detroit,Metro,2006,Other Services (excluding Public Administration),55038
Detroit,Metro,2006,Public Administration,62784
Detroit,Metro,2005,"Agriculture, Forestry, Fishing and Hunting",1923
Detroit,Metro,2005,"Mining, Quarrying, and Oil and Gas Extraction",1254
Detroit,Metro,2005,Utilities,6509
Detroit,Metro,2005,Construction,75530
Detroit,Metro,2005,Manufacturing,281620
Detroit,Metro,2005,Wholesale Trade,89116
Detroit,Metro,2005,Retail Trade,212076
Detroit,Metro,2005,Transportation and Warehousing,54795
Detroit,Metro,2005,Information,38175
Detroit,Metro,2005,Finance and Insurance,81232
Detroit,Metro,2005,Real Estate and Rental and Leasing,29856
Detroit,Metro,2005,"Professional, Scientific, and Technical Services",166843
Detroit,Metro,2005,Management of Companies and Enterprises,49625
