MSA,GEO,YEAR,INDUSTRY,Count
Louisville,Core,2010,"Professional, Scientific, and Technical Services",9069
Louisville,Core,2010,Management of Companies and Enterprises,1679
Louisville,Core,2010,"Administration & Support, Waste Management and Remediation",6146
Louisville,Core,2010,Educational Services,9406
Louisville,Core,2010,Health Care and Social Assistance,26757
Louisville,Core,2010,"Arts, Entertainment, and Recreation",1245
Louisville,Core,2010,Accommodation and Food Services,8294
Louisville,Core,2010,Other Services (excluding Public Administration),2595
Louisville,Core,2010,Public Administration,14028
Louisville,Core,2009,"Agriculture, Forestry, Fishing and Hunting",17
Louisville,Core,2009,"Mining, Quarrying, and Oil and Gas Extraction",75
Louisville,Core,2009,Utilities,1194
Louisville,Core,2009,Construction,3572
Louisville,Core,2009,Manufacturing,12202
Louisville,Core,2009,Wholesale Trade,4409
Louisville,Core,2009,Retail Trade,4175
Louisville,Core,2009,Transportation and Warehousing,4105
Louisville,Core,2009,Information,3757
Louisville,Core,2009,Finance and Insurance,16633
Louisville,Core,2009,Real Estate and Rental and Leasing,1502
Louisville,Core,2009,"Professional, Scientific, and Technical Services",9333
Louisville,Core,2009,Management of Companies and Enterprises,1674
Louisville,Core,2009,"Administration & Support, Waste Management and Remediation",5643
Louisville,Core,2009,Educational Services,10196
Louisville,Core,2009,Health Care and Social Assistance,26395
Louisville,Core,2009,"Arts, Entertainment, and Recreation",1262
Louisville,Core,2009,Accommodation and Food Services,8423
Louisville,Core,2009,Other Services (excluding Public Administration),2740
Louisville,Core,2009,Public Administration,9106
Louisville,Core,2008,"Agriculture, Forestry, Fishing and Hunting",18
Louisville,Core,2008,"Mining, Quarrying, and Oil and Gas Extraction",127
Louisville,Core,2008,Utilities,1195
Louisville,Core,2008,Construction,4499
Louisville,Core,2008,Manufacturing,13204
Louisville,Core,2008,Wholesale Trade,4822
Louisville,Core,2008,Retail Trade,4512
Louisville,Core,2008,Transportation and Warehousing,3915
Louisville,Core,2008,Information,3572
Louisville,Core,2008,Finance and Insurance,15828
Louisville,Core,2008,Real Estate and Rental and Leasing,1468
Louisville,Core,2008,"Professional, Scientific, and Technical Services",9497
Louisville,Core,2008,Management of Companies and Enterprises,1796
Louisville,Core,2008,"Administration & Support, Waste Management and Remediation",6180
Louisville,Core,2008,Educational Services,10511
Louisville,Core,2008,Health Care and Social Assistance,25758
Louisville,Core,2008,"Arts, Entertainment, and Recreation",3717
Louisville,Core,2008,Accommodation and Food Services,8500
Louisville,Core,2008,Other Services (excluding Public Administration),2955
Louisville,Core,2008,Public Administration,9250
Louisville,Core,2007,"Agriculture, Forestry, Fishing and Hunting",15
Louisville,Core,2007,"Mining, Quarrying, and Oil and Gas Extraction",86
Louisville,Core,2007,Utilities,766
Louisville,Core,2007,Construction,4577
Louisville,Core,2007,Manufacturing,14166
Louisville,Core,2007,Wholesale Trade,4834
Louisville,Core,2007,Retail Trade,4149
Louisville,Core,2007,Transportation and Warehousing,4083
Louisville,Core,2007,Information,3238
Louisville,Core,2007,Finance and Insurance,15548
Louisville,Core,2007,Real Estate and Rental and Leasing,1423
Louisville,Core,2007,"Professional, Scientific, and Technical Services",9311
Louisville,Core,2007,Management of Companies and Enterprises,1788
Louisville,Core,2007,"Administration & Support, Waste Management and Remediation",5719
Louisville,Core,2007,Educational Services,9703
Louisville,Core,2007,Health Care and Social Assistance,24557
Louisville,Core,2007,"Arts, Entertainment, and Recreation",3765
Louisville,Core,2007,Accommodation and Food Services,8408
Louisville,Core,2007,Other Services (excluding Public Administration),3198
Louisville,Core,2007,Public Administration,9712
Louisville,Core,2006,"Agriculture, Forestry, Fishing and Hunting",23
Louisville,Core,2006,"Mining, Quarrying, and Oil and Gas Extraction",92
Louisville,Core,2006,Utilities,1218
Louisville,Core,2006,Construction,4398
Louisville,Core,2006,Manufacturing,14514
Louisville,Core,2006,Wholesale Trade,4479
Louisville,Core,2006,Retail Trade,5375
Louisville,Core,2006,Transportation and Warehousing,4070
Louisville,Core,2006,Information,4540
Louisville,Core,2006,Finance and Insurance,15298
Louisville,Core,2006,Real Estate and Rental and Leasing,1489
Louisville,Core,2006,"Professional, Scientific, and Technical Services",9017
Louisville,Core,2006,Management of Companies and Enterprises,1405
Louisville,Core,2006,"Administration & Support, Waste Management and Remediation",5806
Louisville,Core,2006,Educational Services,10312
Louisville,Core,2006,Health Care and Social Assistance,24464
Louisville,Core,2006,"Arts, Entertainment, and Recreation",3773
Louisville,Core,2006,Accommodation and Food Services,7730
Louisville,Core,2006,Other Services (excluding Public Administration),2981
Louisville,Core,2006,Public Administration,9465
Louisville,Core,2005,"Agriculture, Forestry, Fishing and Hunting",14
Louisville,Core,2005,"Mining, Quarrying, and Oil and Gas Extraction",89
Louisville,Core,2005,Utilities,775
Louisville,Core,2005,Construction,4565
Louisville,Core,2005,Manufacturing,14549
Louisville,Core,2005,Wholesale Trade,4624
Louisville,Core,2005,Retail Trade,5686
Louisville,Core,2005,Transportation and Warehousing,4214
Louisville,Core,2005,Information,3774
Louisville,Core,2005,Finance and Insurance,13703
Louisville,Core,2005,Real Estate and Rental and Leasing,1309
Louisville,Core,2005,"Professional, Scientific, and Technical Services",9055
Louisville,Core,2005,Management of Companies and Enterprises,1384
Louisville,Core,2005,"Administration & Support, Waste Management and Remediation",6132
Louisville,Core,2005,Educational Services,9294
Louisville,Core,2005,Health Care and Social Assistance,23764
Louisville,Core,2005,"Arts, Entertainment, and Recreation",3598
Louisville,Core,2005,Accommodation and Food Services,8923
Louisville,Core,2005,Other Services (excluding Public Administration),3134
Louisville,Core,2005,Public Administration,9396
Louisville,Core,2004,"Agriculture, Forestry, Fishing and Hunting",25
Louisville,Core,2004,"Mining, Quarrying, and Oil and Gas Extraction",101
Louisville,Core,2004,Utilities,1242
Louisville,Core,2004,Construction,4384
Louisville,Core,2004,Manufacturing,14041
Louisville,Core,2004,Wholesale Trade,4792
Louisville,Core,2004,Retail Trade,5612
Louisville,Core,2004,Transportation and Warehousing,4550
Louisville,Core,2004,Information,4686
Louisville,Core,2004,Finance and Insurance,13018
Louisville,Core,2004,Real Estate and Rental and Leasing,1397
Louisville,Core,2004,"Professional, Scientific, and Technical Services",8982
Louisville,Core,2004,Management of Companies and Enterprises,1306
Louisville,Core,2004,"Administration & Support, Waste Management and Remediation",6618
Louisville,Core,2004,Educational Services,9810
Louisville,Core,2004,Health Care and Social Assistance,24179
Louisville,Core,2004,"Arts, Entertainment, and Recreation",1379
Louisville,Core,2004,Accommodation and Food Services,7767
Louisville,Core,2004,Other Services (excluding Public Administration),3151
Louisville,Core,2004,Public Administration,9328
Louisville,Core,2003,"Agriculture, Forestry, Fishing and Hunting",20
Louisville,Core,2003,"Mining, Quarrying, and Oil and Gas Extraction",99
Louisville,Core,2003,Utilities,1251
Louisville,Core,2003,Construction,4103
Louisville,Core,2003,Manufacturing,14622
Louisville,Core,2003,Wholesale Trade,4830
Louisville,Core,2003,Retail Trade,5913
Louisville,Core,2003,Transportation and Warehousing,4955
Louisville,Core,2003,Information,4860
Louisville,Core,2003,Finance and Insurance,12519
Louisville,Core,2003,Real Estate and Rental and Leasing,1580
Louisville,Core,2003,"Professional, Scientific, and Technical Services",9196
Louisville,Core,2003,Management of Companies and Enterprises,1294
Louisville,Core,2003,"Administration & Support, Waste Management and Remediation",7104
Louisville,Core,2003,Educational Services,8295
Louisville,Core,2003,Health Care and Social Assistance,23080
Louisville,Core,2003,"Arts, Entertainment, and Recreation",4345
Louisville,Core,2003,Accommodation and Food Services,7794
Louisville,Core,2003,Other Services (excluding Public Administration),3217
Louisville,Core,2003,Public Administration,9031
Louisville,Core,2002,"Agriculture, Forestry, Fishing and Hunting",20
Louisville,Core,2002,"Mining, Quarrying, and Oil and Gas Extraction",112
Louisville,Core,2002,Utilities,1294
Louisville,Core,2002,Construction,4240
Louisville,Core,2002,Manufacturing,15380
Louisville,Core,2002,Wholesale Trade,5132
Louisville,Core,2002,Retail Trade,6282
Louisville,Core,2002,Transportation and Warehousing,5641
Louisville,Core,2002,Information,4896
Louisville,Core,2002,Finance and Insurance,13108
Louisville,Core,2002,Real Estate and Rental and Leasing,1586
Louisville,Core,2002,"Professional, Scientific, and Technical Services",8884
Louisville,Core,2002,Management of Companies and Enterprises,1276
Louisville,Core,2002,"Administration & Support, Waste Management and Remediation",7694
Louisville,Core,2002,Educational Services,10425
Louisville,Core,2002,Health Care and Social Assistance,20330
Louisville,Core,2002,"Arts, Entertainment, and Recreation",3855
Louisville,Core,2002,Accommodation and Food Services,7783
Louisville,Core,2002,Other Services (excluding Public Administration),3441
Louisville,Core,2002,Public Administration,10108
Louisville,10MI,2011,"Agriculture, Forestry, Fishing and Hunting",174
Louisville,10MI,2011,"Mining, Quarrying, and Oil and Gas Extraction",164
Louisville,10MI,2011,Utilities,2084
Louisville,10MI,2011,Construction,13494
Louisville,10MI,2011,Manufacturing,38505
Louisville,10MI,2011,Wholesale Trade,16986
Louisville,10MI,2011,Retail Trade,38381
Louisville,10MI,2011,Transportation and Warehousing,28678
Louisville,10MI,2011,Information,6497
Louisville,10MI,2011,Finance and Insurance,23495
Louisville,10MI,2011,Real Estate and Rental and Leasing,5083
Louisville,10MI,2011,"Professional, Scientific, and Technical Services",18931
Louisville,10MI,2011,Management of Companies and Enterprises,5766
Louisville,10MI,2011,"Administration & Support, Waste Management and Remediation",27740
Louisville,10MI,2011,Educational Services,36245
Louisville,10MI,2011,Health Care and Social Assistance,62334
Louisville,10MI,2011,"Arts, Entertainment, and Recreation",3657
Louisville,10MI,2011,Accommodation and Food Services,33467
Louisville,10MI,2011,Other Services (excluding Public Administration),11384
Louisville,10MI,2011,Public Administration,13760
Louisville,10MI,2010,"Agriculture, Forestry, Fishing and Hunting",166
Louisville,10MI,2010,"Mining, Quarrying, and Oil and Gas Extraction",166
Louisville,10MI,2010,Utilities,1933
Louisville,10MI,2010,Construction,13825
Louisville,10MI,2010,Manufacturing,41450
Louisville,10MI,2010,Wholesale Trade,17162
Louisville,10MI,2010,Retail Trade,37195
Louisville,10MI,2010,Transportation and Warehousing,29547
Louisville,10MI,2010,Information,6140
Louisville,10MI,2010,Finance and Insurance,27893
Louisville,10MI,2010,Real Estate and Rental and Leasing,5023
Louisville,10MI,2010,"Professional, Scientific, and Technical Services",19495
Louisville,10MI,2010,Management of Companies and Enterprises,5765
Louisville,10MI,2010,"Administration & Support, Waste Management and Remediation",24835
Louisville,10MI,2010,Educational Services,35209
Louisville,10MI,2010,Health Care and Social Assistance,60693
Louisville,10MI,2010,"Arts, Entertainment, and Recreation",3771
Louisville,10MI,2010,Accommodation and Food Services,31218
Louisville,10MI,2010,Other Services (excluding Public Administration),11437
Louisville,10MI,2010,Public Administration,17112
Louisville,10MI,2009,"Agriculture, Forestry, Fishing and Hunting",160
Louisville,10MI,2009,"Mining, Quarrying, and Oil and Gas Extraction",165
Louisville,10MI,2009,Utilities,1770
Louisville,10MI,2009,Construction,15078
Louisville,10MI,2009,Manufacturing,40389
Louisville,10MI,2009,Wholesale Trade,17238
Louisville,10MI,2009,Retail Trade,37124
Louisville,10MI,2009,Transportation and Warehousing,29428
Louisville,10MI,2009,Information,6810
Louisville,10MI,2009,Finance and Insurance,28786
Louisville,10MI,2009,Real Estate and Rental and Leasing,5174
Louisville,10MI,2009,"Professional, Scientific, and Technical Services",19504
Louisville,10MI,2009,Management of Companies and Enterprises,5474
Louisville,10MI,2009,"Administration & Support, Waste Management and Remediation",22173
Louisville,10MI,2009,Educational Services,35653
Louisville,10MI,2009,Health Care and Social Assistance,56951
Louisville,10MI,2009,"Arts, Entertainment, and Recreation",4360
Louisville,10MI,2009,Accommodation and Food Services,31636
Louisville,10MI,2009,Other Services (excluding Public Administration),11425
Louisville,10MI,2009,Public Administration,11451
Louisville,10MI,2008,"Agriculture, Forestry, Fishing and Hunting",141
Louisville,10MI,2008,"Mining, Quarrying, and Oil and Gas Extraction",221
Louisville,10MI,2008,Utilities,1785
Louisville,10MI,2008,Construction,17674
Louisville,10MI,2008,Manufacturing,42354
Louisville,10MI,2008,Wholesale Trade,18383
Louisville,10MI,2008,Retail Trade,39727
Louisville,10MI,2008,Transportation and Warehousing,31886
Louisville,10MI,2008,Information,6226
Louisville,10MI,2008,Finance and Insurance,28706
Louisville,10MI,2008,Real Estate and Rental and Leasing,5425
Louisville,10MI,2008,"Professional, Scientific, and Technical Services",18238
Louisville,10MI,2008,Management of Companies and Enterprises,4790
Louisville,10MI,2008,"Administration & Support, Waste Management and Remediation",25288
Louisville,10MI,2008,Educational Services,35298
Louisville,10MI,2008,Health Care and Social Assistance,54565
Louisville,10MI,2008,"Arts, Entertainment, and Recreation",6593
Louisville,10MI,2008,Accommodation and Food Services,31025
Louisville,10MI,2008,Other Services (excluding Public Administration),11603
Louisville,10MI,2008,Public Administration,11680
Louisville,10MI,2007,"Agriculture, Forestry, Fishing and Hunting",161
Louisville,10MI,2007,"Mining, Quarrying, and Oil and Gas Extraction",201
Louisville,10MI,2007,Utilities,1337
Louisville,10MI,2007,Construction,17915
Louisville,10MI,2007,Manufacturing,48738
Louisville,10MI,2007,Wholesale Trade,18718
Louisville,10MI,2007,Retail Trade,36349
Louisville,10MI,2007,Transportation and Warehousing,32726
Louisville,10MI,2007,Information,5649
Louisville,10MI,2007,Finance and Insurance,28410
Louisville,10MI,2007,Real Estate and Rental and Leasing,5629
Louisville,10MI,2007,"Professional, Scientific, and Technical Services",18196
Louisville,10MI,2007,Management of Companies and Enterprises,4761
Louisville,10MI,2007,"Administration & Support, Waste Management and Remediation",27119
Louisville,10MI,2007,Educational Services,35817
Louisville,10MI,2007,Health Care and Social Assistance,53631
Louisville,10MI,2007,"Arts, Entertainment, and Recreation",6599
Louisville,10MI,2007,Accommodation and Food Services,31277
Louisville,10MI,2007,Other Services (excluding Public Administration),11202
Louisville,10MI,2007,Public Administration,12085
Louisville,10MI,2006,"Agriculture, Forestry, Fishing and Hunting",159
Louisville,10MI,2006,"Mining, Quarrying, and Oil and Gas Extraction",210
Louisville,10MI,2006,Utilities,1768
Louisville,10MI,2006,Construction,17060
Louisville,10MI,2006,Manufacturing,44706
Louisville,10MI,2006,Wholesale Trade,19139
Louisville,10MI,2006,Retail Trade,40432
Louisville,10MI,2006,Transportation and Warehousing,31083
Louisville,10MI,2006,Information,7746
Louisville,10MI,2006,Finance and Insurance,27687
Louisville,10MI,2006,Real Estate and Rental and Leasing,5485
Louisville,10MI,2006,"Professional, Scientific, and Technical Services",18612
Louisville,10MI,2006,Management of Companies and Enterprises,4625
Louisville,10MI,2006,"Administration & Support, Waste Management and Remediation",25604
Louisville,10MI,2006,Educational Services,35302
Louisville,10MI,2006,Health Care and Social Assistance,53156
Louisville,10MI,2006,"Arts, Entertainment, and Recreation",7020
Louisville,10MI,2006,Accommodation and Food Services,28982
Louisville,10MI,2006,Other Services (excluding Public Administration),11179
Louisville,10MI,2006,Public Administration,11823
Louisville,10MI,2005,"Agriculture, Forestry, Fishing and Hunting",169
Louisville,10MI,2005,"Mining, Quarrying, and Oil and Gas Extraction",266
Louisville,10MI,2005,Utilities,1329
Louisville,10MI,2005,Construction,17156
Louisville,10MI,2005,Manufacturing,44944
Louisville,10MI,2005,Wholesale Trade,19151
Louisville,10MI,2005,Retail Trade,39294
Louisville,10MI,2005,Transportation and Warehousing,26996
Louisville,10MI,2005,Information,6804
Louisville,10MI,2005,Finance and Insurance,26081
Louisville,10MI,2005,Real Estate and Rental and Leasing,5405
Louisville,10MI,2005,"Professional, Scientific, and Technical Services",18646
Louisville,10MI,2005,Management of Companies and Enterprises,4437
Louisville,10MI,2005,"Administration & Support, Waste Management and Remediation",24310
Louisville,10MI,2005,Educational Services,33960
Louisville,10MI,2005,Health Care and Social Assistance,54405
Louisville,10MI,2005,"Arts, Entertainment, and Recreation",6893
Louisville,10MI,2005,Accommodation and Food Services,31663
Louisville,10MI,2005,Other Services (excluding Public Administration),11252
Louisville,10MI,2005,Public Administration,11870
Louisville,10MI,2004,"Agriculture, Forestry, Fishing and Hunting",180
Louisville,10MI,2004,"Mining, Quarrying, and Oil and Gas Extraction",301
Louisville,10MI,2004,Utilities,1792
Louisville,10MI,2004,Construction,16636
Louisville,10MI,2004,Manufacturing,44898
Louisville,10MI,2004,Wholesale Trade,19483
Louisville,10MI,2004,Retail Trade,39513
Louisville,10MI,2004,Transportation and Warehousing,28195
Louisville,10MI,2004,Information,7742
Louisville,10MI,2004,Finance and Insurance,25042
Louisville,10MI,2004,Real Estate and Rental and Leasing,5496
Louisville,10MI,2004,"Professional, Scientific, and Technical Services",17805
Louisville,10MI,2004,Management of Companies and Enterprises,4007
Louisville,10MI,2004,"Administration & Support, Waste Management and Remediation",23120
Louisville,10MI,2004,Educational Services,34311
Louisville,10MI,2004,Health Care and Social Assistance,54544
Louisville,10MI,2004,"Arts, Entertainment, and Recreation",4867
Louisville,10MI,2004,Accommodation and Food Services,29932
Louisville,10MI,2004,Other Services (excluding Public Administration),11821
Louisville,10MI,2004,Public Administration,11836
Louisville,10MI,2003,"Agriculture, Forestry, Fishing and Hunting",144
Louisville,10MI,2003,"Mining, Quarrying, and Oil and Gas Extraction",224
Louisville,10MI,2003,Utilities,1838
Louisville,10MI,2003,Construction,16742
Louisville,10MI,2003,Manufacturing,44136
Louisville,10MI,2003,Wholesale Trade,18639
Louisville,10MI,2003,Retail Trade,40650
Louisville,10MI,2003,Transportation and Warehousing,29129
Louisville,10MI,2003,Information,8710
Louisville,10MI,2003,Finance and Insurance,23528
Louisville,10MI,2003,Real Estate and Rental and Leasing,5606
Louisville,10MI,2003,"Professional, Scientific, and Technical Services",18080
Louisville,10MI,2003,Management of Companies and Enterprises,4300
Louisville,10MI,2003,"Administration & Support, Waste Management and Remediation",22376
Louisville,10MI,2003,Educational Services,28558
Louisville,10MI,2003,Health Care and Social Assistance,52575
Louisville,10MI,2003,"Arts, Entertainment, and Recreation",7688
Louisville,10MI,2003,Accommodation and Food Services,29348
Louisville,10MI,2003,Other Services (excluding Public Administration),12028
Louisville,10MI,2003,Public Administration,11521
Louisville,10MI,2002,"Agriculture, Forestry, Fishing and Hunting",175
Louisville,10MI,2002,"Mining, Quarrying, and Oil and Gas Extraction",263
Louisville,10MI,2002,Utilities,1916
Louisville,10MI,2002,Construction,17292
Louisville,10MI,2002,Manufacturing,46805
Louisville,10MI,2002,Wholesale Trade,19230
Louisville,10MI,2002,Retail Trade,41981
Louisville,10MI,2002,Transportation and Warehousing,29735
Louisville,10MI,2002,Information,9434
Louisville,10MI,2002,Finance and Insurance,23456
Louisville,10MI,2002,Real Estate and Rental and Leasing,5823
Louisville,10MI,2002,"Professional, Scientific, and Technical Services",17852
Louisville,10MI,2002,Management of Companies and Enterprises,4279
Louisville,10MI,2002,"Administration & Support, Waste Management and Remediation",23991
Louisville,10MI,2002,Educational Services,32804
Louisville,10MI,2002,Health Care and Social Assistance,48359
Louisville,10MI,2002,"Arts, Entertainment, and Recreation",7137
Louisville,10MI,2002,Accommodation and Food Services,28526
Louisville,10MI,2002,Other Services (excluding Public Administration),13031
Louisville,10MI,2002,Public Administration,12716
Macon,Metro,2011,"Agriculture, Forestry, Fishing and Hunting",445
Macon,Metro,2011,"Mining, Quarrying, and Oil and Gas Extraction",288
Macon,Metro,2011,Utilities,722
Macon,Metro,2011,Construction,3410
Macon,Metro,2011,Manufacturing,6317
Macon,Metro,2011,Wholesale Trade,2971
Macon,Metro,2011,Retail Trade,10970
Macon,Metro,2011,Transportation and Warehousing,2443
Macon,Metro,2011,Information,1254
Macon,Metro,2011,Finance and Insurance,7384
Macon,Metro,2011,Real Estate and Rental and Leasing,1346
Macon,Metro,2011,"Professional, Scientific, and Technical Services",3110
Macon,Metro,2011,Management of Companies and Enterprises,2537
Macon,Metro,2011,"Administration & Support, Waste Management and Remediation",5284
Macon,Metro,2011,Educational Services,9589
Macon,Metro,2011,Health Care and Social Assistance,16475
Macon,Metro,2011,"Arts, Entertainment, and Recreation",514
Macon,Metro,2011,Accommodation and Food Services,7553
Macon,Metro,2011,Other Services (excluding Public Administration),1843
Macon,Metro,2011,Public Administration,6498
Macon,Metro,2010,"Agriculture, Forestry, Fishing and Hunting",519
Macon,Metro,2010,"Mining, Quarrying, and Oil and Gas Extraction",290
Macon,Metro,2010,Utilities,747
Macon,Metro,2010,Construction,3398
Macon,Metro,2010,Manufacturing,6365
Macon,Metro,2010,Wholesale Trade,3238
Macon,Metro,2010,Retail Trade,10700
Macon,Metro,2010,Transportation and Warehousing,2478
Macon,Metro,2010,Information,1363
Macon,Metro,2010,Finance and Insurance,7721
Macon,Metro,2010,Real Estate and Rental and Leasing,1223
Macon,Metro,2010,"Professional, Scientific, and Technical Services",2980
Macon,Metro,2010,Management of Companies and Enterprises,2491
Macon,Metro,2010,"Administration & Support, Waste Management and Remediation",5686
Macon,Metro,2010,Educational Services,8303
Macon,Metro,2010,Health Care and Social Assistance,11633
Macon,Metro,2010,"Arts, Entertainment, and Recreation",449
Macon,Metro,2010,Accommodation and Food Services,6995
Macon,Metro,2010,Other Services (excluding Public Administration),1760
Macon,Metro,2010,Public Administration,6376
Macon,Metro,2009,"Agriculture, Forestry, Fishing and Hunting",473
Macon,Metro,2009,"Mining, Quarrying, and Oil and Gas Extraction",277
Macon,Metro,2009,Utilities,712
Macon,Metro,2009,Construction,3934
Macon,Metro,2009,Manufacturing,6996
Macon,Metro,2009,Wholesale Trade,3395
Macon,Metro,2009,Retail Trade,10739
Macon,Metro,2009,Transportation and Warehousing,2962
Macon,Metro,2009,Information,1361
Macon,Metro,2009,Finance and Insurance,7743
Macon,Metro,2009,Real Estate and Rental and Leasing,1071
Macon,Metro,2009,"Professional, Scientific, and Technical Services",3013
Macon,Metro,2009,Management of Companies and Enterprises,2402
Macon,Metro,2009,"Administration & Support, Waste Management and Remediation",5313
Macon,Metro,2009,Educational Services,9737
Macon,Metro,2009,Health Care and Social Assistance,16085
Macon,Metro,2009,"Arts, Entertainment, and Recreation",437
Macon,Metro,2009,Accommodation and Food Services,7415
Macon,Metro,2009,Other Services (excluding Public Administration),1738
Macon,Metro,2009,Public Administration,5774
Macon,Metro,2008,"Agriculture, Forestry, Fishing and Hunting",450
Macon,Metro,2008,"Mining, Quarrying, and Oil and Gas Extraction",301
Macon,Metro,2008,Utilities,762
Macon,Metro,2008,Construction,4390
Macon,Metro,2008,Manufacturing,7559
Macon,Metro,2008,Wholesale Trade,3459
Macon,Metro,2008,Retail Trade,11200
Macon,Metro,2008,Transportation and Warehousing,3364
Macon,Metro,2008,Information,1662
Macon,Metro,2008,Finance and Insurance,7460
Macon,Metro,2008,Real Estate and Rental and Leasing,1186
Macon,Metro,2008,"Professional, Scientific, and Technical Services",2880
Macon,Metro,2008,Management of Companies and Enterprises,2403
Macon,Metro,2008,"Administration & Support, Waste Management and Remediation",6640
Macon,Metro,2008,Educational Services,9483
Macon,Metro,2008,Health Care and Social Assistance,16053
Macon,Metro,2008,"Arts, Entertainment, and Recreation",460
Macon,Metro,2008,Accommodation and Food Services,7567
Macon,Metro,2008,Other Services (excluding Public Administration),1920
Macon,Metro,2008,Public Administration,5748
Macon,Metro,2007,"Agriculture, Forestry, Fishing and Hunting",504
Macon,Metro,2007,"Mining, Quarrying, and Oil and Gas Extraction",396
Macon,Metro,2007,Utilities,758
Macon,Metro,2007,Construction,4349
Macon,Metro,2007,Manufacturing,7622
Macon,Metro,2007,Wholesale Trade,3757
Macon,Metro,2007,Retail Trade,11120
Macon,Metro,2007,Transportation and Warehousing,3058
Macon,Metro,2007,Information,1603
Macon,Metro,2007,Finance and Insurance,7187
Macon,Metro,2007,Real Estate and Rental and Leasing,1252
Macon,Metro,2007,"Professional, Scientific, and Technical Services",2948
Macon,Metro,2007,Management of Companies and Enterprises,2390
Macon,Metro,2007,"Administration & Support, Waste Management and Remediation",5998
Macon,Metro,2007,Educational Services,9536
Macon,Metro,2007,Health Care and Social Assistance,9917
Macon,Metro,2007,"Arts, Entertainment, and Recreation",420
Macon,Metro,2007,Accommodation and Food Services,7474
Macon,Metro,2007,Other Services (excluding Public Administration),1980
Macon,Metro,2007,Public Administration,4945
Macon,Metro,2006,"Agriculture, Forestry, Fishing and Hunting",566
Macon,Metro,2006,"Mining, Quarrying, and Oil and Gas Extraction",441
Macon,Metro,2006,Utilities,742
Macon,Metro,2006,Construction,4229
Macon,Metro,2006,Manufacturing,7227
Macon,Metro,2006,Wholesale Trade,3865
Macon,Metro,2006,Retail Trade,10831
Macon,Metro,2006,Transportation and Warehousing,2949
Macon,Metro,2006,Information,1950
Macon,Metro,2006,Finance and Insurance,6585
Macon,Metro,2006,Real Estate and Rental and Leasing,1199
Macon,Metro,2006,"Professional, Scientific, and Technical Services",2759
Macon,Metro,2006,Management of Companies and Enterprises,2256
Macon,Metro,2006,"Administration & Support, Waste Management and Remediation",6362
Macon,Metro,2006,Educational Services,9428
Macon,Metro,2006,Health Care and Social Assistance,9925
Macon,Metro,2006,"Arts, Entertainment, and Recreation",584
Macon,Metro,2006,Accommodation and Food Services,7470
Macon,Metro,2006,Other Services (excluding Public Administration),2304
Macon,Metro,2006,Public Administration,4328
Macon,Metro,2005,"Agriculture, Forestry, Fishing and Hunting",561
Macon,Metro,2005,"Mining, Quarrying, and Oil and Gas Extraction",470
Macon,Metro,2005,Utilities,688
Macon,Metro,2005,Construction,4367
Macon,Metro,2005,Manufacturing,8756
Macon,Metro,2005,Wholesale Trade,4095
Macon,Metro,2005,Retail Trade,10884
Macon,Metro,2005,Transportation and Warehousing,2972
Macon,Metro,2005,Information,2053
Macon,Metro,2005,Finance and Insurance,7071
Macon,Metro,2005,Real Estate and Rental and Leasing,1308
Macon,Metro,2005,"Professional, Scientific, and Technical Services",2737
Macon,Metro,2005,Management of Companies and Enterprises,2220
Macon,Metro,2005,"Administration & Support, Waste Management and Remediation",6475
Macon,Metro,2005,Educational Services,9552
Macon,Metro,2005,Health Care and Social Assistance,15087
Macon,Metro,2005,"Arts, Entertainment, and Recreation",576
Macon,Metro,2005,Accommodation and Food Services,7624
Macon,Metro,2005,Other Services (excluding Public Administration),2205
Macon,Metro,2005,Public Administration,3341
Macon,Metro,2004,"Agriculture, Forestry, Fishing and Hunting",509
Macon,Metro,2004,"Mining, Quarrying, and Oil and Gas Extraction",538
Macon,Metro,2004,Utilities,712
Macon,Metro,2004,Construction,4480
Macon,Metro,2004,Manufacturing,9620
Macon,Metro,2004,Wholesale Trade,3389
Macon,Metro,2004,Retail Trade,10581
Macon,Metro,2004,Transportation and Warehousing,2806
Macon,Metro,2004,Information,2011
Macon,Metro,2004,Finance and Insurance,7570
Macon,Metro,2004,Real Estate and Rental and Leasing,1362
Macon,Metro,2004,"Professional, Scientific, and Technical Services",2850
Macon,Metro,2004,Management of Companies and Enterprises,2105
Macon,Metro,2004,"Administration & Support, Waste Management and Remediation",6099
Macon,Metro,2004,Educational Services,9211
Macon,Metro,2004,Health Care and Social Assistance,14168
Macon,Metro,2004,"Arts, Entertainment, and Recreation",542
Macon,Metro,2004,Accommodation and Food Services,7431
Macon,Metro,2004,Other Services (excluding Public Administration),2602
Macon,Metro,2004,Public Administration,4934
Macon,Metro,2003,"Agriculture, Forestry, Fishing and Hunting",494
Macon,Metro,2003,"Mining, Quarrying, and Oil and Gas Extraction",590
Macon,Metro,2003,Utilities,734
Macon,Metro,2003,Construction,4098
Macon,Metro,2003,Manufacturing,10079
Macon,Metro,2003,Wholesale Trade,3225
Macon,Metro,2003,Retail Trade,10759
Macon,Metro,2003,Transportation and Warehousing,2593
Macon,Metro,2003,Information,2167
Macon,Metro,2003,Finance and Insurance,7397
Macon,Metro,2003,Real Estate and Rental and Leasing,1322
Macon,Metro,2003,"Professional, Scientific, and Technical Services",2908
